,alternative_names,reference_mass_ratio,reference_dimensionless_spin1,reference_dimensionless_spin2,remnant_mass,keyword1,keyword2,keyword3,reference_dimensionless_spin1_1,reference_dimensionless_spin1_2,reference_dimensionless_spin1_3,reference_dimensionless_spin2_1,reference_dimensionless_spin2_2,reference_dimensionless_spin2_3,precessing,notspinning,s1,s2,eta
221,"['PRIVATE:BBH:0081', 'SXS:BBH:0222']",1.000059649762603,"[1.7616507123299998e-13, 1.8018497166400002e-13, -0.299953615163]","[1.1509034393e-11, 1.5155832253699999e-12, 1.6517549746299999e-07]",0.955373904543,,,,1.7616507123299998e-13,1.8018497166400002e-13,-0.299953615163,1.1509034393e-11,1.5155832253699999e-12,1.6517549746299999e-07,0,0,0.299953615163,1.651754978709142e-07,0.24999999977763238
222,"['PRIVATE:BBH:0078', 'SXS:BBH:0223']",1.000060062677813,"[1.40651650622e-12, 4.60780215538e-13, 0.299955881546]","[-3.48219499138e-12, 8.186886745540001e-12, 1.7143986958499998e-07]",0.947190929467,,,,1.40651650622e-12,4.60780215538e-13,0.299955881546,-3.48219499138e-12,8.186886745540001e-12,1.7143986958499998e-07,0,0,0.299955881546,1.7143986981584123e-07,0.24999999977454324
223,"['PRIVATE:BBH:0097', 'SXS:BBH:0224']",0.9999252245015571,"[-2.36110202408e-09, 8.403354893330001e-10, 0.400002613238]","[-6.82125314361e-09, -1.0527574378e-08, -0.7998326983849999]",0.9562789779199999,,,,-2.36110202408e-09,8.403354893330001e-10,0.400002613238,-6.82125314361e-09,-1.0527574378e-08,-0.7998326983849999,0,0,0.400002613238,0.7998326983849999,0.2499999996505129
224,"['PRIVATE:BBH:0074', 'SXS:BBH:0225']",0.9999264665338591,"[3.84024445402e-09, -3.8721553135699995e-11, 0.40001135410599997]","[-3.65418321442e-09, 2.8194017300300002e-09, 0.799907395909]",0.926758465198,,,,3.84024445402e-09,-3.8721553135699995e-11,0.40001135410599997,-3.65418321442e-09,2.8194017300300002e-09,0.799907395909,0,0,0.400011354106,0.799907395909,0.24999999966202702
225,"['PRIVATE:BBH:0047', 'SXS:BBH:0226']",0.999833170061147,"[4.0056547153000004e-11, 8.120923997340001e-10, 0.500006785023]","[-2.05421612313e-08, 2.25955982076e-08, -0.899703034225]",0.956236544718,,,,4.0056547153000004e-11,8.120923997340001e-10,0.500006785023,-2.05421612313e-08,2.25955982076e-08,-0.899703034225,0,0,0.500006785023,0.8997030342250004,0.24999999826019545
226,"['PRIVATE:BBH:0086', 'SXS:BBH:0227']",1.00001983309619,"[2.64545526128e-09, -3.34635687864e-10, 0.599980017325]","[3.68463028941e-08, -4.8697790821100004e-08, 3.0321764920000002e-06]",0.941707208474,,,,2.64545526128e-09,-3.34635687864e-10,0.599980017325,3.68463028941e-08,-4.8697790821100004e-08,3.0321764920000002e-06,0,0,0.599980017325,3.032791355089441e-06,0.24999999997541594
227,"['PRIVATE:BBH:0082', 'SXS:BBH:0228']",0.9999998535430271,"[5.27192013466e-09, -3.78013247023e-09, 0.5999911035909999]","[-5.422307992140001e-09, 3.2539784653200003e-09, 0.599991112831]",0.926837471344,,,,5.27192013466e-09,-3.78013247023e-09,0.5999911035909999,-5.422307992140001e-09,3.2539784653200003e-09,0.599991112831,0,0,0.5999911035909999,0.5999911128310002,0.24999999999999864
228,"['PRIVATE:BBH:0037', 'SXS:BBH:0229']",1.000025889564589,"[9.24483481766e-09, -2.39216026759e-09, 0.649960086792]","[-9.85702513189e-09, 5.3626644496099996e-09, 0.249998882042]",0.935155023986,,,,9.24483481766e-09,-2.39216026759e-09,0.649960086792,-9.85702513189e-09,5.3626644496099996e-09,0.249998882042,0,0,0.6499600867920001,0.24999888204200024,0.24999999995810926
229,"['PRIVATE:BBH:0064', 'SXS:BBH:0230']",1.000000127378815,"[1.4955320994900003e-09, -3.7552142138400005e-09, 0.799875676879]","[-1.8938106741300003e-09, 4.01921092154e-09, 0.7998758990979999]",0.9112513292059999,,,,1.4955320994900003e-09,-3.7552142138400005e-09,0.799875676879,-1.8938106741300003e-09,4.01921092154e-09,0.7998758990979999,0,0,0.799875676879,0.7998758990979999,0.249999999999999
230,"['PRIVATE:BBH:0038', 'SXS:BBH:0231']",1.000179816901421,"[2.87560888139e-09, -4.544759230580001e-09, 0.89979327394]","[-6.02157651234e-09, 1.95438122335e-09, 2.115734086e-06]",0.934931243046,,,,2.87560888139e-09,-4.544759230580001e-09,0.89979327394,-6.02157651234e-09,1.95438122335e-09,2.115734086e-06,0,0,0.89979327394,2.1157435576297794e-06,0.24999999797948094
231,"['PRIVATE:BBH:0036', 'SXS:BBH:0232']",1.000172232649969,"[4.9024403183100006e-09, -2.18166043624e-08, 0.899805253084]","[5.32912537192e-10, -5.0560961233e-09, 0.50001649341]",0.919762947284,,,,4.9024403183100006e-09,-2.18166043624e-08,0.899805253084,5.32912537192e-10,-5.0560961233e-09,0.50001649341,0,0,0.8998052530840003,0.50001649341,0.249999998146314
232,"['PRIVATE:BBH:0043', 'SXS:BBH:0233']",1.9997379888532911,"[3.55867079121e-08, 5.48734699462e-08, -0.871278761122]","[6.5822951133e-08, -3.68484074795e-08, 0.849690979699]",0.969345639159,,,,3.55867079121e-08,5.48734699462e-08,-0.871278761122,6.5822951133e-08,-3.68484074795e-08,0.849690979699,0,0,0.8712787611220024,0.8496909796990033,0.22223192633869293
233,"['PRIVATE:BBH:0144', 'SXS:BBH:0234']",1.999741528478464,"[2.99531755319e-08, -1.4713667357900001e-08, -0.849871883914]","[2.7120166056899998e-08, 2.24999390906e-08, -0.849608828599]",0.974102656216,,,,2.99531755319e-08,-1.4713667357900001e-08,-0.849871883914,2.7120166056899998e-08,2.24999390906e-08,-0.849608828599,0,0,0.8498718839140007,0.8496088285990007,0.22223179524146736
234,"['PRIVATE:BBH:0100', 'SXS:BBH:0235']",1.9999458363671452,"[-9.93933393959e-09, -1.27693926636e-09, -0.6000366519529999]","[-3.51686243501e-08, -3.14823488257e-08, -0.5998786758]",0.971288786643,,,,-9.93933393959e-09,-1.27693926636e-09,-0.6000366519529999,-3.51686243501e-08,-3.14823488257e-08,-0.5998786758,0,0,0.600036651953,0.5998786758000019,0.2222242282826977
235,"['PRIVATE:BBH:0098', 'SXS:BBH:0236']",1.9999913602681572,"[-5.645559319910001e-09, -2.46343191275e-09, -0.599961725541]","[-1.73519934651e-08, 3.783941803400001e-09, -1.5775436897e-05]",0.969399958949,,,,-5.645559319910001e-09,-2.46343191275e-09,-0.599961725541,-1.73519934651e-08,3.783941803400001e-09,-1.5775436897e-05,0,0,0.599961725541,1.577544689386395e-05,0.22222254221229049
236,"['PRIVATE:BBH:0088', 'SXS:BBH:0237']",1.9999697072873612,"[-1.15163708256e-08, 3.5132782141600004e-08, -0.600025546151]","[-2.1827602210600003e-08, 1.98098090402e-08, 0.599910029522]",0.967225448239,,,,-1.15163708256e-08,3.5132782141600004e-08,-0.600025546151,-2.1827602210600003e-08,1.98098090402e-08,0.599910029522,0,0,0.6000255461510011,0.5999100295220008,0.22222334417454206
237,"['PRIVATE:BBH:0054', 'SXS:BBH:0238']",1.9999389903783151,"[2.20221001001e-13, 1.1298987624199999e-13, -0.499537354331]","[3.2804260629300004e-14, 1.2997957323300001e-13, -0.49945786969399997]",0.970430103009,,,,2.20221001001e-13,1.1298987624199999e-13,-0.499537354331,3.2804260629300004e-14,1.2997957323300001e-13,-0.49945786969399997,0,0,0.499537354331,0.49945786969399997,0.22222448183783924
238,"['PRIVATE:BBH:0039', 'SXS:BBH:0239']",1.9994181212001152,"[1.4845198657200001e-08, -8.6442391633e-08, -0.371315271613]","[-1.50392431823e-08, -5.88666994262e-08, 0.849659288808]",0.963042075766,,,,1.4845198657200001e-08,-8.6442391633e-08,-0.371315271613,-1.50392431823e-08,-5.88666994262e-08,0.849659288808,0,0,0.37131527161301037,0.8496592888080021,0.22224377328807354
239,"['PRIVATE:BBH:0080', 'SXS:BBH:0240']",1.999971647892633,"[-2.93734073555e-13, -7.725838303129999e-14, -0.299962175531]","[1.2061010677199999e-12, 6.08913667251e-13, -0.299939958736]",0.967089653435,,,,-2.93734073555e-13,-7.725838303129999e-14,-0.299962175531,1.2061010677199999e-12,6.08913667251e-13,-0.299939958736,0,0,0.299962175531,0.299939958736,0.22222327230027272
240,"['PRIVATE:BBH:0079', 'SXS:BBH:0241']",2.000106797242344,"[3.08224923049e-13, 4.2205956224100005e-13, -0.299962133468]","[2.71417789808e-10, 9.553788130139999e-11, 2.7907134443299994e-07]",0.965887285406,,,,3.08224923049e-13,4.2205956224100005e-13,-0.299962133468,2.71417789808e-10,9.553788130139999e-11,2.7907134443299994e-07,0,0,0.299962133468,2.7907149277334916e-07,0.22221826676880707
241,"['PRIVATE:BBH:0077', 'SXS:BBH:0242']",1.999970769117751,"[-2.1162262775600001e-13, -6.688443376100001e-15, -0.29996212195099997]","[1.4365014641e-12, 5.287908413520001e-13, 0.299942734926]",0.964621960021,,,,-2.1162262775600001e-13,-6.688443376100001e-15,-0.29996212195099997,1.4365014641e-12,5.287908413520001e-13,0.299942734926,0,0,0.29996212195099997,0.299942734926,0.22222330484749062
242,"['PRIVATE:BBH:0044', 'SXS:BBH:0243']",1.999663131383632,"[-1.62485579455e-09, 4.4600694451900004e-08, -0.128717085261]","[2.07580978807e-08, 6.72162998449e-08, -0.8495389662]",0.966957254438,,,,-1.62485579455e-09,4.4600694451900004e-08,-0.128717085261,2.07580978807e-08,6.72162998449e-08,-0.8495389662,0,0,0.12871708526100775,0.8495389662000029,0.22223469883748592
243,"['PRIVATE:BBH:0089', 'SXS:BBH:0244']",1.9999587788929412,"[8.84371821024e-09, -3.37865518835e-08, -5.8381659207000004e-05]","[8.364580401059999e-08, 7.94105266683e-08, -0.599874721154]",0.9640950124859999,,,,8.84371821024e-09,-3.37865518835e-08,-5.8381659207000004e-05,8.364580401059999e-08,7.94105266683e-08,-0.599874721154,0,0,5.8381669653280116e-05,0.5998747211540111,0.22222374892989077
244,"['PRIVATE:BBH:0076', 'SXS:BBH:0245']",1.999861759805773,"[-5.87108745978e-12, -1.1666445829500001e-12, 1.92859436652e-07]","[3.4458069120800004e-13, -1.5684899101799998e-13, -0.299938887313]",0.9627479059799999,,,,-5.87108745978e-12,-1.1666445829500001e-12,1.92859436652e-07,3.4458069120800004e-13,-1.5684899101799998e-13,-0.299938887313,0,0,1.9285943674489336e-07,0.299938887313,0.22222734222940496
245,"['PRIVATE:BBH:0162', 'SXS:BBH:0246']",1.999860648188041,"[2.9886842844299996e-10, 1.37319297156e-10, 1.89330291633e-07]","[2.37402300097e-13, -2.52095110377e-12, 0.299941965732]",0.959444041143,,,,2.9886842844299996e-10,1.37319297156e-10,1.89330291633e-07,2.37402300097e-13,-2.52095110377e-12,0.299941965732,0,0,1.8933057732115992e-07,0.299941965732,0.2222273834004318
246,"['PRIVATE:BBH:0083', 'SXS:BBH:0247']",1.999934435908625,"[3.48717379426e-08, -5.8342764841800003e-08, -2.3457563249e-05]","[6.76949805783e-08, -4.545419487150001e-09, 0.599955526173]",0.9578386582189999,,,,3.48717379426e-08,-5.8342764841800003e-08,-2.3457563249e-05,6.76949805783e-08,-4.545419487150001e-09,0.599955526173,0,0,2.345766172271124e-05,0.5999555261730039,0.22222465052190157
247,"['PRIVATE:BBH:0035', 'SXS:BBH:0248']",1.999565930920118,"[2.50063723009e-08, -7.62458590735e-08, 0.128673834147]","[5.85797351071e-08, -4.98869781296e-08, 0.849670254084]",0.953203385296,,,,2.50063723009e-08,-7.62458590735e-08,0.128673834147,5.85797351071e-08,-4.98869781296e-08,0.849670254084,0,0,0.12867383414702502,0.8496702540840034,0.22223829885447377
248,"['PRIVATE:BBH:0070', 'SXS:BBH:0249']",1.999970720398422,"[-1.45958328881e-13, -1.30237078882e-13, 0.29996356749499997]","[-9.32183122465e-13, -3.45145354259e-13, -0.29993839822199997]",0.957024967604,,,,-1.45958328881e-13,-1.30237078882e-13,0.29996356749499997,-9.32183122465e-13,-3.45145354259e-13,-0.29993839822199997,0,0,0.29996356749499997,0.29993839822199997,0.2222233066519102
249,"['PRIVATE:BBH:0068', 'SXS:BBH:0250']",2.000107171845805,"[2.17326272642e-14, -5.07533495693e-14, 0.299963578864]","[6.88641277918e-11, 2.5169342295399997e-11, 3.11809220679e-07]",0.955066235493,,,,2.17326272642e-14,-5.07533495693e-14,0.299963578864,6.88641277918e-11,2.5169342295399997e-11,3.11809220679e-07,0,0,0.299963578864,3.1180922929927717e-07,0.2222182528946049
250,"['PRIVATE:BBH:0067', 'SXS:BBH:0251']",1.9999700352746532,"[-3.5011378050900003e-13, -3.82071966404e-14, 0.299963708058]","[-1.05915466985e-12, -3.38562128203e-13, 0.299942015187]",0.952943336666,,,,-3.5011378050900003e-13,-3.82071966404e-14,0.299963708058,-1.05915466985e-12,-3.38562128203e-13,0.299942015187,0,0,0.299963708058,0.299942015187,0.22222333202686456
251,"['PRIVATE:BBH:0040', 'SXS:BBH:0252']",1.999439890964487,"[1.5237556456e-08, -6.23715327159e-08, 0.37145859092]","[2.2961419696799998e-08, -3.48126125079e-08, -0.849439893697]",0.958652145223,,,,1.5237556456e-08,-6.23715327159e-08,0.37145859092,2.2961419696799998e-08,-3.48126125079e-08,-0.849439893697,0,0,0.37145859092000555,0.849439893697001,0.22224296700059196
252,"['PRIVATE:BBH:0051', 'SXS:BBH:0253']",1.999934111941526,"[-4.75848204261e-13, -1.7005690231499998e-13, 0.499537454078]","[-3.8660818118e-13, 2.8783466240399998e-15, 0.499452032494]",0.9452963219299999,,,,-4.75848204261e-13,-1.7005690231499998e-13,0.499537454078,-3.8660818118e-13,2.8783466240399998e-15,0.499452032494,0,0,0.499537454078,0.499452032494,0.22222466252068304
253,"['PRIVATE:BBH:0072', 'SXS:BBH:0254']",1.999955469043916,"[3.2930671975e-08, -6.197638375450001e-08, 0.600021501444]","[6.62707605819e-08, 6.00435556955e-08, -0.599900674092]",0.951233770003,,,,3.2930671975e-08,-6.197638375450001e-08,0.600021501444,6.62707605819e-08,6.00435556955e-08,-0.599900674092,0,0,0.6000215014440041,0.5999006740920066,0.22222387151689163
254,"['PRIVATE:BBH:0065', 'SXS:BBH:0255']",1.9999814661813082,"[1.0093264233799999e-08, -3.4895698581e-08, 0.600024488477]","[2.5536027248300002e-08, -8.582664114060001e-09, -1.8301855130000003e-05]",0.946063218137,,,,1.0093264233799999e-08,-3.4895698581e-08,0.600024488477,2.5536027248300002e-08,-8.582664114060001e-09,-1.8301855130000003e-05,0,0,0.6000244884770011,1.830187495723644e-05,0.22222290865995153
255,"['PRIVATE:BBH:0063', 'SXS:BBH:0256']",1.999957079198393,"[-2.74573285539e-08, 7.55725057124e-08, 0.5999283489899999]","[-9.603200451630001e-09, 1.1792880723999999e-08, 0.599985848278]",0.939592379911,,,,-2.74573285539e-08,7.55725057124e-08,0.5999283489899999,-9.603200451630001e-09,1.1792880723999999e-08,0.599985848278,0,0,0.5999283489900052,0.5999858482780002,0.22222381188154067
256,"['PRIVATE:BBH:0031', 'SXS:BBH:0257']",1.9997744481064812,"[2.6463099372599998e-08, -4.02081921743e-08, 0.849845342039]","[-1.22701166643e-09, -2.25151517673e-08, 0.8497698472699999]",0.919860690484,,,,2.6463099372599998e-08,-4.02081921743e-08,0.849845342039,-1.22701166643e-09,-2.25151517673e-08,0.8497698472699999,0,0,0.8498453420390013,0.8497698472700003,0.222230575996009
257,"['PRIVATE:BBH:0034', 'SXS:BBH:0258']",1.9996655699441481,"[-6.37577715521e-08, 6.12611985299e-08, 0.871258476436]","[-3.61518475896e-08, -7.44334828186e-08, -0.849486399889]",0.943737299673,,,,-6.37577715521e-08,6.12611985299e-08,0.871258476436,-3.61518475896e-08,-7.44334828186e-08,-0.849486399889,0,0,0.8712584764360044,0.8494863998890041,0.22223460852043314
258,"['PRIVATE:BBH:0121', 'SXS:BBH:0259']",2.499996815581383,"[2.87371557694e-11, -6.4183879793700005e-12, 9.3726223667e-08]","[-1.13218762582e-10, 1.69090575695e-10, 2.4775108511699997e-07]",0.966732213783,,,,2.87371557694e-11,-6.4183879793700005e-12,9.3726223667e-08,-1.13218762582e-10,1.69090575695e-10,2.4775108511699997e-07,0,1,9.372622829227865e-08,2.4775116868899315e-07,0.20408174406132648
259,"['PRIVATE:BBH:0158', 'SXS:BBH:0260']",2.999230137561261,"[-3.66360310762e-08, -3.32516129704e-11, -0.850025099674]","[-8.41219128445e-09, -2.95202042821e-09, -0.849396984822]",0.9810055510269999,,,,-3.66360310762e-08,-3.32516129704e-11,-0.850025099674,-8.41219128445e-09,-2.95202042821e-09,-0.849396984822,0,0,0.8500250996740008,0.8493969848220001,0.1875240605163987
260,"['PRIVATE:BBH:0025', 'SXS:BBH:0261']",2.999080289435338,"[2.6355385082999998e-08, 9.30504763477e-08, -0.731289774044]","[7.94389636436e-09, -2.79027497625e-08, 0.849542066773]",0.9778591942379999,,,,2.6355385082999998e-08,9.30504763477e-08,-0.731289774044,7.94389636436e-09,-2.79027497625e-08,0.849542066773,0,0,0.7312897740440063,0.8495420667730006,0.1875287442593155
261,"['PRIVATE:BBH:0092', 'SXS:BBH:0262']",2.999974068364125,"[3.64620770576e-08, 1.2465806452199999e-08, -0.599953930645]","[1.62993434362e-09, 3.01239435379e-08, -4.884735555100001e-05]",0.978045660048,,,,3.64620770576e-08,1.2465806452199999e-08,-0.599953930645,1.62993434362e-09,3.01239435379e-08,-4.884735555100001e-05,0,0,0.5999539306450012,4.884736486684283e-05,0.18750081036624786
262,"['PRIVATE:BBH:0084', 'SXS:BBH:0263']",2.9996710906520443,"[-6.90377776101e-08, 9.63112398767e-08, -0.60001710568]","[-6.13046011198e-09, 4.3278631134300003e-08, 0.599845512278]",0.977082328465,,,,-6.90377776101e-08,9.63112398767e-08,-0.60001710568,-6.13046011198e-09,4.3278631134300003e-08,0.599845512278,0,0,0.6000171056800117,0.5998455122780015,0.18751027883970706
263,"['PRIVATE:BBH:0096', 'SXS:BBH:0264']",2.999724593259184,"[-7.226667068790001e-08, -1.93292137065e-08, -0.6000350493859999]","[-4.56924990059e-08, 1.80961997229e-08, -0.599833696756]",0.9789143365849999,,,,-7.226667068790001e-08,-1.93292137065e-08,-0.6000350493859999,-4.56924990059e-08,1.80961997229e-08,-0.599833696756,0,0,0.6000350493860046,0.599833696756002,0.18750860675693518
264,"['PRIVATE:BBH:0094', 'SXS:BBH:0265']",2.999994093972313,"[6.1549865917e-08, 1.3959738064000001e-08, -0.599958958593]","[7.8792639406e-09, 2.18831993014e-08, -0.40003550074099997]",0.978643287818,,,,6.1549865917e-08,1.3959738064000001e-08,-0.599958958593,7.8792639406e-09,2.18831993014e-08,-0.40003550074099997,0,0,0.5999589585930033,0.40003550074100064,0.18750018456350148
265,"['PRIVATE:BBH:0085', 'SXS:BBH:0266']",2.999977839059527,"[2.4997051303899998e-08, 2.10119011547e-08, -0.599972302918]","[2.72373816668e-09, 3.45809481847e-08, 0.399920723315]",0.977427812962,,,,2.4997051303899998e-08,2.10119011547e-08,-0.599972302918,2.72373816668e-09,3.45809481847e-08,0.399920723315,0,0,0.5999723029180009,0.3999207233150015,0.18750069253130816
266,"['PRIVATE:BBH:0052', 'SXS:BBH:0267']",2.999838485233155,"[2.68963017655e-13, 1.19552471947e-13, -0.499543717859]","[-1.01277066156e-12, -7.99650358293e-13, -0.49940014356199997]",0.978365857117,,,,2.68963017655e-13,1.19552471947e-13,-0.499543717859,-1.01277066156e-12,-7.99650358293e-13,-0.49940014356199997,0,0,0.499543717859,0.49940014356199997,0.18750504743836632
267,"['PRIVATE:BBH:0124', 'SXS:BBH:0268']",2.9996816125842383,"[-1.3154497645399997e-07, 4.9678247236999997e-08, -0.400039351712]","[-4.96486145098e-08, -8.255113260430002e-09, -0.599839274216]",0.977209437838,,,,-1.3154497645399997e-07,4.9678247236999997e-08,-0.400039351712,-4.96486145098e-08,-8.255113260430002e-09,-0.599839274216,0,0,0.4000393517120247,0.5998392742160021,0.18750995000272125
268,"['PRIVATE:BBH:0073', 'SXS:BBH:0269']",2.999874208533464,"[1.4147600047799998e-07, -4.18292793617e-08, -0.400019796971]","[-1.75124117982e-08, 3.13115404715e-08, 0.5999624157869999]",0.9751232291099999,,,,1.4147600047799998e-07,-4.18292793617e-08,-0.400019796971,-1.75124117982e-08,3.13115404715e-08,0.5999624157869999,0,0,0.4000197969710272,0.5999624157870009,0.18750393104513977
269,"['PRIVATE:BBH:0075', 'SXS:BBH:0270']",2.99993152665945,"[2.0588696155e-14, -5.51982892933e-14, -0.299964616889]","[-3.41549932393e-13, -4.55773746131e-13, -0.299928487243]",0.9757778198929999,,,,2.0588696155e-14,-5.51982892933e-14,-0.299964616889,-3.41549932393e-13,-4.55773746131e-13,-0.299928487243,0,0,0.299964616889,0.299928487243,0.18750213981020702
270,"['PRIVATE:BBH:0069', 'SXS:BBH:0271']",3.000152626279174,"[2.61044095425e-13, 9.43252408521e-14, -0.299964800386]","[-4.7498946569e-12, -1.74381301673e-11, 3.47100198462e-07]",0.975211542641,,,,2.61044095425e-13,9.43252408521e-14,-0.299964800386,-4.7498946569e-12,-1.74381301673e-11,3.47100198462e-07,0,0,0.299964800386,3.471001989325412e-07,0.18749523051977102
271,"['PRIVATE:BBH:0161', 'SXS:BBH:0272']",2.999930461807252,"[-5.6539373674600005e-14, -1.3156368169e-13, -0.29996490158]","[1.86859889121e-12, 1.1891963949399998e-12, 0.29993183401]",0.974641853351,,,,-5.6539373674600005e-14,-1.3156368169e-13,-0.29996490158,1.86859889121e-12,1.1891963949399998e-12,0.29993183401,0,0,0.29996490158,0.29993183401,0.1875021730874123
272,"['PRIVATE:BBH:0145', 'SXS:BBH:0273']",2.999296382993832,"[8.13231955121e-08, 2.3151335831100004e-08, -0.26872345192499997]","[-9.39742816489e-09, -4.76979184473e-08, -0.849320915947]",0.976392969304,,,,8.13231955121e-08,2.3151335831100004e-08,-0.26872345192499997,-9.39742816489e-09,-4.76979184473e-08,-0.849320915947,0,0,0.26872345192501323,0.8493209159470014,0.1875219899653368
273,"['PRIVATE:BBH:0033', 'SXS:BBH:0274']",2.999266017967019,"[-3.1606091302400005e-08, 4.04077154042e-08, -0.231337470049]","[-3.1681555490800006e-08, -1.6293409312e-08, 0.849650153905]",0.972600170186,,,,-3.1606091302400005e-08,4.04077154042e-08,-0.231337470049,-3.1681555490800006e-08,-1.6293409312e-08,0.849650153905,0,0,0.23133747004900568,0.8496501539050008,0.18752293904294318
274,"['PRIVATE:BBH:0071', 'SXS:BBH:0275']",2.9998726605080783,"[-3.3376188101e-09, 3.827009845820001e-09, -2.9787852395000003e-05]","[2.35835535671e-09, 3.616926284e-08, -0.5997990814699999]",0.97265856586,,,,-3.3376188101e-09,3.827009845820001e-09,-2.9787852395000003e-05,2.35835535671e-09,3.616926284e-08,-0.5997990814699999,0,0,2.9787852827822472e-05,0.599799081470001,0.18750397942246375
275,"['PRIVATE:BBH:0066', 'SXS:BBH:0276']",2.999772118632745,"[-4.31465681269e-10, -3.1666991895299996e-11, 2.5642592892399995e-07]","[-3.2090864450800003e-13, -1.39876941135e-12, -0.299927561962]",0.971993533875,,,,-4.31465681269e-10,-3.1666991895299996e-11,2.5642592892399995e-07,-3.2090864450800003e-13,-1.39876941135e-12,-0.299927561962,0,0,2.564262938740268e-07,0.299927561962,0.18750712149557794
276,"['PRIVATE:BBH:0060', 'SXS:BBH:0277']",2.999771095042449,"[-5.14838560617e-10, -3.84714217915e-11, 1.93328795586e-07]","[-2.41722330397e-14, 4.37592382107e-12, 0.299931168255]",0.970530331701,,,,-5.14838560617e-10,-3.84714217915e-11,1.93328795586e-07,-2.41722330397e-14,4.37592382107e-12,0.299931168255,0,0,1.9332948492541733e-07,0.299931168255,0.18750715348460112
277,"['PRIVATE:BBH:0062', 'SXS:BBH:0278']",2.999825551510245,"[4.0002317027899996e-08, 5.44133164735e-08, 6.197327565e-05]","[-2.39279716784e-09, 4.0971241092400004e-09, 0.599854872916]",0.969720306093,,,,4.0002317027899996e-08,5.44133164735e-08,6.197327565e-05,-2.39279716784e-09,4.0971241092400004e-09,0.599854872916,0,0,6.197331244806316e-05,0.599854872916,0.18750545163418092
278,"['PRIVATE:BBH:0032', 'SXS:BBH:0279']",2.999257597761034,"[-2.8018594455e-08, 3.0693864517599996e-08, 0.23135178926]","[-1.7814557117e-08, -1.6828800199799998e-08, -0.849381937063]",0.969613735272,,,,-2.8018594455e-08,3.0693864517599996e-08,0.23135178926,-1.7814557117e-08,-1.6828800199799998e-08,-0.849381937063,0,0,0.23135178926000372,0.8493819370630004,0.18752320222294058
279,"['PRIVATE:BBH:0030', 'SXS:BBH:0280']",2.999034280793351,"[-1.17570085741e-07, -9.280852146170001e-08, 0.268689637723]","[4.33695860492e-08, -6.9507109695800006e-09, 0.849525445855]",0.963434356469,,,,-1.17570085741e-07,-9.280852146170001e-08,0.268689637723,4.33695860492e-08,-6.9507109695800006e-09,0.849525445855,0,0,0.2686896377230417,0.8495254458550011,0.18753018236822938
280,"['PRIVATE:BBH:0059', 'SXS:BBH:0281']",2.999929472441967,"[2.9494177256300002e-15, -4.7579040821499994e-14, 0.299966146612]","[-3.52188869723e-13, -4.1050731037199997e-13, -0.29992653913]",0.9667286237,,,,2.9494177256300002e-15,-4.7579040821499994e-14,0.299966146612,-3.52188869723e-13,-4.1050731037199997e-13,-0.29992653913,0,0,0.299966146612,0.29992653913,0.18750220400561873
281,"['PRIVATE:BBH:0058', 'SXS:BBH:0282']",3.000153158801105,"[8.70636657649e-13, 6.95815927188e-13, 0.29996624544]","[-1.0427323640499999e-09, -4.63008765145e-10, 3.87529068264e-07]",0.9657512119089999,,,,8.70636657649e-13,6.95815927188e-13,0.29996624544,-1.0427323640499999e-09,-4.63008765145e-10,3.87529068264e-07,0,0,0.29996624544,3.8753074770586086e-07,0.1874952138790968
282,"['PRIVATE:BBH:0057', 'SXS:BBH:0283']",2.999928911067546,"[1.0883809147500001e-13, -4.8383279781299996e-14, 0.299966368345]","[2.48063621207e-12, 1.14724295773e-12, 0.299930698346]",0.964735279817,,,,1.0883809147500001e-13,-4.8383279781299996e-14,0.299966368345,2.48063621207e-12,1.14724295773e-12,0.299930698346,0,0,0.299966368345,0.299930698346,0.18750222154887997
283,"['PRIVATE:BBH:0061', 'SXS:BBH:0284']",2.999853679577611,"[8.66995947129e-08, -1.38243332367e-07, 0.400035094305]","[6.11277692153e-08, 2.38734531998e-08, -0.59981035359]",0.965382524458,,,,8.66995947129e-08,-1.38243332367e-07,0.400035094305,6.11277692153e-08,2.38734531998e-08,-0.59981035359,0,0,0.40003509430503326,0.5998103535900037,0.18750457259683118
284,"['PRIVATE:BBH:0024', 'SXS:BBH:0285']",2.999794915999349,"[-3.7723670979e-08, -6.277639449569999e-08, 0.39997090916899997]","[5.33670883608e-09, 4.3066420477099994e-08, 0.599878208765]",0.960857812414,,,,-3.7723670979e-08,-6.277639449569999e-08,0.39997090916899997,5.33670883608e-09,4.3066420477099994e-08,0.599878208765,0,0,0.3999709091690067,0.5998782087650015,0.18750640903931506
285,"['PRIVATE:BBH:0050', 'SXS:BBH:0286']",2.99982769972142,"[-4.64151021987e-14, 1.19701736156e-13, 0.499546909933]","[9.231909148410001e-12, 5.41762802594e-12, 0.499396354202]",0.958575612281,,,,-4.64151021987e-14,1.19701736156e-13,0.499546909933,9.231909148410001e-12,5.41762802594e-12,0.499396354202,0,0,0.499546909933,0.499396354202,0.18750538449967197
