,alternative_names,reference_mass_ratio,reference_dimensionless_spin1,reference_dimensionless_spin2,remnant_mass,remnant_dimensionless_spin,keyword1,keyword2,keyword3,reference_chi_eff,reference_chi1_perp,reference_chi2_perp,reference_mass1,reference_mass2,reference_dimensionless_spin1_1,reference_dimensionless_spin1_2,reference_dimensionless_spin1_3,reference_dimensionless_spin2_1,reference_dimensionless_spin2_2,reference_dimensionless_spin2_3,remnant_dimensionless_spin_1,remnant_dimensionless_spin_2,remnant_dimensionless_spin_3,precessing,notspinning,s1,s2,eta,s1_sum,s2_sum,s3_sum,m1+m2,seff
20,SXS:BBH:0021,1.4998928904800222,"[0.496445092481, 0.0525974421429, -0.00032164827770700004]","[-0.00048266821315700003, 0.000815023198496, -0.499463692857]",0.95809318399,"[0.0928834944246, 0.0168633801619, 0.635513237288]",Precessing-Spins,ManyMergers-QuasiCircular,,-0.19897772848838702,0.499221946540063,0.006689386072475,0.600244596237,0.40019164038099997,0.496445092481,0.0525974421429,-0.00032164827770700004,-0.00048266821315700003,0.000815023198496,-0.499463692857,0.0928834944246,0.0168633801619,0.635513237288,1,0,0.49922372161793244,0.49946459105102703,0.24000342735777305,0.495962424267843,0.053412465341396,-0.49978534113470696,1.000436236618,1.3590515006413246
21,SXS:BBH:0022,1.499903177061456,"[0.496820916916, 0.0494097687594, -0.00042153878007500004]","[0.000616900028948, -0.000757161000752, 0.499474574813]",0.949928425988,"[0.09740670351160001, -0.00263636362315, 0.716692284652]",Precessing-Spins,ManyMergers-QuasiCircular,,0.200540969012026,0.49927039667926504,0.006180744172030001,0.600248045135,0.400191195215,0.496820916916,0.0494097687594,-0.00042153878007500004,0.000616900028948,-0.000757161000752,0.499474574813,0.09740670351160001,-0.00263636362315,0.716692284652,1,0,0.4992719964398719,0.499475529673931,0.24000309821402355,0.497437816944948,0.048652607758648,0.499053036032925,1.00043924035,1.3593957879590215
22,SXS:BBH:0023,1.500893910889956,"[0.496795363158, 0.0509792605638, 0.000583649305262]","[0.07720668875930001, -0.489122233834, 0.00044567316954800004]",0.9535127956089999,"[0.0998416385509, -0.045883331743700004, 0.675278799314]",Precessing-Spins,ManyMergers-QuasiCircular,,-0.00034476546793,0.49938895541100103,0.49515260640449704,0.600260534682,0.399935352077,0.496795363158,0.0509792605638,0.000583649305262,0.07720668875930001,-0.489122233834,0.00044567316954800004,0.0998416385509,-0.045883331743700004,0.675278799314,1,0,0.49940450389381996,0.495178383054543,0.23997138463430506,0.5740020519173,-0.4381429732702,0.00102932247481,1.000195886759,1.3890302760793136
23,SXS:BBH:0024,1.500826651994723,"[0.496422089473, 0.0509287942106, -0.00132851617669]","[-0.0771630918042, 0.489043415788, 0.00210216821804]",0.955006523132,"[0.0918672791415, 0.0525235247021, 0.6802009504000001]",Precessing-Spins,ManyMergers-QuasiCircular,,0.000868623760908,0.49898657397148305,0.49503895048107005,0.6002262905719999,0.39993045817399997,0.496422089473,0.0509287942106,-0.00132851617669,-0.0771630918042,0.489043415788,0.00210216821804,0.0918672791415,0.0525235247021,0.6802009504000001,1,0,0.499029455996053,0.4950979947178083,0.23997353839791583,0.4192589976688,0.5399722099986,0.0007736520413499999,1.000156748746,1.3149179469770822
24,SXS:BBH:0025,1.499966092117548,"[-1.12833387218e-12, -1.3722192406e-12, 0.499522999998]","[-2.02838933496e-13, -8.676222616560001e-13, -0.49945900000099996]",0.950372504154,"[-9.43155558565e-10, -2.0553525469e-09, 0.738441999382]",Aligned-Spins,ManyMergers-QuasiCircular,,0.09992478018661301,1.781291331273513e-12,3.217046095109758e-12,0.6002721170349999,0.400190457764,-1.12833387218e-12,-1.3722192406e-12,0.499522999998,-2.02838933496e-13,-8.676222616560001e-13,-0.49945900000099996,-9.43155558565e-10,-2.0553525469e-09,0.738441999382,0,0,0.499522999998,0.49945900000099996,0.24000108503752116,-1.3311728056760001e-12,-2.239841502256e-12,6.399999700001935e-05,1.000462574799,0.00012318265222658296
25,SXS:BBH:0026,1.500004043246594,"[-0.00012742805473300002, 0.000396852931203, 0.49951799999999996]","[-0.494219340977, -0.0710192842482, -0.00028121695375900004]",0.94499312229,"[-0.045520747929900005, -0.00860904236549, 0.788110434866]",Precessing-Spins,ManyMergers-QuasiCircular,,0.29981025258368804,0.004279118795368,0.499296003546755,0.600271275835,0.40017977187299997,-0.00012742805473300002,0.000396852931203,0.49951799999999996,-0.494219340977,-0.0710192842482,-0.00028121695375900004,-0.045520747929900005,-0.00860904236549,0.788110434866,1,0,0.4995181738977653,0.49929607930950337,0.23999987061589972,-0.49434676903173297,-0.070622431316997,0.499236783046241,1.000451047708,1.359051846372744
26,SXS:BBH:0027,1.49994844752741,"[0.496826990224, 0.051017121954900005, -2.6648897932e-05]","[-0.494438218045, -0.07061234097750001, 0.000240590531767]",0.954487777116,"[0.0441655003865, 0.0039018909089000003, 0.673303593222]",Precessing-Spins,ManyMergers-QuasiCircular,,0.00024395057531000002,0.49943913859116806,0.49945493616836906,0.600264601819,0.40019015507399996,0.496826990224,0.051017121954900005,-2.6648897932e-05,-0.494438218045,-0.07061234097750001,0.000240590531767,0.0441655003865,0.0039018909089000003,0.673303593222,1,0,0.49943949148797145,0.49945501503703177,0.24000164964510276,0.0023887721790000205,-0.019595219022600002,0.000213941633835,1.000454756893,0.037996463956333076
27,SXS:BBH:0028,1.500917116893389,"[-0.00108548584586, 0.000577905034961, 0.499526649248]","[0.078290198534, -0.488995478572, 0.00108226539173]",0.943521620781,"[0.00942791811083, -0.0411841857174, 0.784745721325]",Precessing-Spins,ManyMergers-QuasiCircular,,0.29933527613835004,0.005322769455335,0.49522308642515805,0.600272520566,0.399937154297,-0.00108548584586,0.000577905034961,0.499526649248,0.078290198534,-0.488995478572,0.00108226539173,0.00942791811083,-0.0411841857174,0.784745721325,1,0,0.4995281629324671,0.49522429721160754,0.2399706415051294,0.07720471268814,-0.48841757353703896,0.50060891463973,1.000209674863,1.3535417925590851
28,SXS:BBH:0029,1.500035730360843,"[0.496389519549, 0.050892882481200004, -0.000659880718421]","[0.49363227030199996, 0.0703957591358, -0.00109969255977]",0.953643759562,"[0.151086187441, -0.000835460454828, 0.677766514495]",Precessing-Spins,ManyMergers-QuasiCircular,,0.0017164995454670001,0.49898772442096007,0.49862633219830305,0.6002222993,0.400138668134,0.496389519549,0.050892882481200004,-0.000659880718421,0.49363227030199996,0.0703957591358,-0.00109969255977,0.151086187441,-0.000835460454828,0.677766514495,1,0,0.49899206010506303,0.4986277073243507,0.2399988566121125,0.990021789851,0.12128864161700001,-0.0017595732781910001,1.0003609674340002,1.9193963972623276
29,SXS:BBH:0030,2.999993377707023,"[5.982046695490001e-09, 3.57374208645e-09, 2.89245176314e-07]","[-2.8552418345900002e-09, 5.17844953009e-09, 5.034957830849999e-07]",0.9712129713059999,"[-9.84792248965e-09, -2.4910996981e-09, 0.5406441997]",Non-Spinning,ManyMergers-QuasiCircular,,3.42807916682902e-07,6.968250472290585e-09,5.9134382365002086e-09,0.7500000458099999,0.250000567129,5.982046695490001e-09,3.57374208645e-09,2.89245176314e-07,-2.8552418345900002e-09,5.17844953009e-09,5.034957830849999e-07,-9.84792248965e-09,-2.4910996981e-09,0.5406441997,0,1,2.893291007418445e-07,5.03530507844209e-07,0.18750020694682684,3.1268048609000004e-09,8.75219161654e-09,7.927409593989999e-07,1.000000612939,1.2684744737815616e-06
30,SXS:BBH:0031,3.001325546032963,"[4.79706070676e-12, 9.87284654511e-13, 0.49954699999999996]","[-5.85992387593e-10, 7.00524393984e-10, 4.5657526202899997e-07]",0.9606730276259999,"[-1.72916805313e-08, -8.27039434208e-09, 0.7552371731399999]",Aligned-Spins,ManyMergers-QuasiCircular,,0.374701736179863,9.460061289105024e-12,9.133025314782159e-10,0.750332889404,0.250000500744,4.79706070676e-12,9.87284654511e-13,0.49954699999999996,-5.85992387593e-10,7.00524393984e-10,4.5657526202899997e-07,-1.72916805313e-08,-8.27039434208e-09,0.7552371731399999,0,0,0.49954699999999996,4.565761754826404e-07,0.1874585835500328,-5.8119532688624e-10,7.01511678638511e-10,0.499547456575262,1.000333390148,0.7994898051099965
31,SXS:BBH:0032,3.001245497780547,"[0.248013662031, 0.0374619789098, -0.431805882332]","[1.77564283459e-09, -6.22340593985e-09, 5.8639062218e-07]",0.976555147546,"[0.0602939207899, 0.00176436209007, 0.368021267597]",Precessing-Spins,ManyMergers-QuasiCircular,,-0.323911770918107,0.250772116783672,9.932591610676022e-09,0.750313203059,0.250000609285,0.248013662031,0.0374619789098,-0.431805882332,1.77564283459e-09,-6.22340593985e-09,5.8639062218e-07,0.0602939207899,0.00176436209007,0.368021267597,1,0,0.49937009965994406,5.864263342224799e-07,0.1874610842539852,0.24801366380664283,0.03746197268639406,-0.43180529594137784,1.0003138123439999,0.7991927656658382
32,SXS:BBH:0033,3.001261770784372,"[0.248231084586, 0.029694786541400002, 0.43232813346]","[-9.71251562026e-10, -4.96484086088e-09, 5.02267949623e-07]",0.9621028447409999,"[0.0925073095404, 0.00694581930202, 0.732878790955]",Precessing-Spins,ManyMergers-QuasiCircular,,0.32411096686818003,0.25039091439987304,6.581442589520081e-09,0.750317097988,0.250000551532,0.248231084586,0.029694786541400002,0.43232813346,-9.71251562026e-10,-4.96484086088e-09,5.02267949623e-07,0.0925073095404,0.00694581930202,0.732878790955,1,0,0.4994077158830135,5.022934263882647e-07,0.18746057588199366,0.24823108361474844,0.02969478157655914,0.4323286357279496,1.00031764952,0.7992568524517679
33,SXS:BBH:0034,3.001169584395902,"[0.49701169699299996, 0.0468807943233, 0.000593342511654]","[9.084945701460001e-10, -9.78396157891e-09, 5.87480189472e-07]",0.969969377287,"[0.22221952566, -0.00151468067743, 0.561148088447]",Precessing-Spins,ManyMergers-QuasiCircular,,0.000485334586438,0.49921775755627906,7.150385537029776e-09,0.750294171843,0.250000591684,0.49701169699299996,0.0468807943233,0.000593342511654,9.084945701460001e-10,-9.78396157891e-09,5.87480189472e-07,0.22221952566,-0.00151468067743,0.561148088447,1,0,0.49921817663180224,5.875623577873404e-07,0.18746345583109508,0.4970116979014945,0.04688078453933842,0.000593929991843472,1.000294763527,0.7989382387835684
34,SXS:BBH:0035,3.001253297143043,"[0.498547063156, 0.029251263082800003, -0.000442302468797]","[2.3915236060099998e-09, -2.3515767473700004e-09, 2.78201542105e-07]",0.970401513678,"[0.16720590532, 0.022874016620800002, 0.581056542704]",Precessing-Spins,ManyMergers-QuasiCircular,,0.0019637430174960003,0.49939778984384603,1.9864831669053653e-09,0.7503144695189999,0.250000381585,0.498547063156,0.029251263082800003,-0.000442302468797,2.3915236060099998e-09,-2.3515767473700004e-09,2.78201542105e-07,0.16720590532,0.022874016620800002,0.581056542704,1,0,0.49940465176536525,2.782217592640032e-07,0.18746084060003607,0.4985470655475236,0.029251260731223257,-0.00044202426725489503,1.0003148511039999,0.7992492499142777
35,SXS:BBH:0036,3.00132086396168,"[-5.687918736849999e-13, -9.491432515039999e-12, -0.49954800000099997]","[2.1728331503699997e-11, 2.33957037969e-12, 2.06568101878e-07]",0.977512029256,"[-8.123262693939998e-11, 1.40423985974e-10, 0.31634724775899997]",Aligned-Spins,ManyMergers-QuasiCircular,,-0.37470217444665904,1.2156255986787889e-11,2.1853923758316237e-11,0.7503312057329999,0.250000329769,-5.687918736849999e-13,-9.491432515039999e-12,-0.49954800000099997,2.1728331503699997e-11,2.33957037969e-12,2.06568101878e-07,-8.123262693939998e-11,1.40423985974e-10,0.31634724775899997,0,0,0.49954800000099997,2.0656810303402063e-07,0.18745872981635925,2.1159539630015e-11,-7.1518621353499995e-12,-0.49954779343289807,1.000331535502,0.799488938780063
