,alternative_names,reference_mass_ratio,reference_dimensionless_spin1,reference_dimensionless_spin2,remnant_mass,remnant_dimensionless_spin,keyword1,keyword2,keyword3,reference_chi_eff,reference_chi1_perp,reference_chi2_perp,reference_mass1,reference_mass2,reference_dimensionless_spin1_1,reference_dimensionless_spin1_2,reference_dimensionless_spin1_3,reference_dimensionless_spin2_1,reference_dimensionless_spin2_2,reference_dimensionless_spin2_3,remnant_dimensionless_spin_1,remnant_dimensionless_spin_2,remnant_dimensionless_spin_3,precessing,notspinning,s1,s2,eta,s1_sum,s2_sum,s3_sum,m1+m2,seff
242,"['PRIVATE:BBH:0044', 'SXS:BBH:0243']",1.999663131383632,"[-1.62485579455e-09, 4.4600694451900004e-08, -0.128717085261]","[2.07580978807e-08, 6.72162998449e-08, -0.8495389662]",0.966957254438,"[6.4150223102e-08, 8.2025533482e-09, 0.529185961469]",,,,-0.369018028856125,4.3796468802603813e-08,1.223518552398295e-07,0.666673110907,0.33339271022399997,-1.62485579455e-09,4.4600694451900004e-08,-0.128717085261,2.07580978807e-08,6.72162998449e-08,-0.8495389662,6.4150223102e-08,8.2025533482e-09,0.529185961469,0,0,0.12871708526100775,0.8495389662000029,0.22223469883748592,1.9133242086149998e-08,1.118169942968e-07,-0.978256051461,1.0000658211309998,1.7611254823673217
243,"['PRIVATE:BBH:0089', 'SXS:BBH:0244']",1.9999587788929412,"[8.84371821024e-09, -3.37865518835e-08, -5.8381659207000004e-05]","[8.364580401059999e-08, 7.94105266683e-08, -0.599874721154]",0.9640950124859999,"[1.05273753905e-07, -3.76098994709e-08, 0.587011833544]",,,,-0.19999990876116103,3.493037353991868e-08,1.7981896692772299e-07,0.666669712529,0.333341726622,8.84371821024e-09,-3.37865518835e-08,-5.8381659207000004e-05,8.364580401059999e-08,7.94105266683e-08,-0.599874721154,1.05273753905e-07,-3.76098994709e-08,0.587011833544,0,0,5.8381669653280116e-05,0.5998747211540111,0.22222374892989077,9.248952222084e-08,4.5623974784800004e-08,-0.599933102813207,1.000011439151,1.0799052857508864
244,"['PRIVATE:BBH:0076', 'SXS:BBH:0245']",1.999861759805773,"[-5.87108745978e-12, -1.1666445829500001e-12, 1.92859436652e-07]","[3.4458069120800004e-13, -1.5684899101799998e-13, -0.299938887313]",0.9627479059799999,"[1.6573632104200001e-09, -5.160115801160001e-10, 0.605453913144]",,,,-0.099984107814423,5.985877332839933e-12,1.284054666016424e-12,0.666666666362,0.333356374806,-5.87108745978e-12,-1.1666445829500001e-12,1.92859436652e-07,3.4458069120800004e-13,-1.5684899101799998e-13,-0.299938887313,1.6573632104200001e-09,-5.160115801160001e-10,0.605453913144,0,0,1.9285943674489336e-07,0.299938887313,0.22222734222940496,-5.526506768572e-12,-1.3234935739680002e-12,-0.29993869445356336,1.000023041168,0.5399195071163629
245,"['PRIVATE:BBH:0162', 'SXS:BBH:0246']",1.999860648188041,"[2.9886842844299996e-10, 1.37319297156e-10, 1.89330291633e-07]","[2.37402300097e-13, -2.52095110377e-12, 0.299941965732]",0.959444041143,"[-2.23592422857e-11, 1.2148142398799999e-08, 0.641033961287]",,,,0.099985425838819,3.289056520281069e-10,1.267861005694821e-11,0.6666665131139999,0.333356483472,2.9886842844299996e-10,1.37319297156e-10,1.89330291633e-07,2.37402300097e-13,-2.52095110377e-12,0.299941965732,-2.23592422857e-11,1.2148142398799999e-08,0.641033961287,0,0,1.8933057732115992e-07,0.299941965732,0.2222273834004318,2.99105830743097e-10,1.3479834605223e-10,0.2999421550622916,1.000022996586,0.5399257780726807
246,"['PRIVATE:BBH:0083', 'SXS:BBH:0247']",1.999934435908625,"[3.48717379426e-08, -5.8342764841800003e-08, -2.3457563249e-05]","[6.76949805783e-08, -4.545419487150001e-09, 0.599955526173]",0.9578386582189999,"[4.31392972217e-08, -3.37381094805e-08, 0.658066344218]",,,,0.19997390789735,6.797112310599977e-08,4.635492859576896e-08,0.666665459034,0.333343657204,3.48717379426e-08,-5.8342764841800003e-08,-2.3457563249e-05,6.76949805783e-08,-4.545419487150001e-09,0.599955526173,4.31392972217e-08,-3.37381094805e-08,0.658066344218,0,0,2.345766172271124e-05,0.5999555261730039,0.22222465052190157,1.0256671852089999e-07,-6.288818432895e-08,0.599932068609751,1.000009116238,1.0799029155651383
247,"['PRIVATE:BBH:0035', 'SXS:BBH:0248']",1.999565930920118,"[2.50063723009e-08, -7.62458590735e-08, 0.128673834147]","[5.85797351071e-08, -4.98869781296e-08, 0.849670254084]",0.953203385296,"[3.49325584312e-08, -2.25761042281e-08, 0.711587466854]",,,,0.36904075274173004,7.861177723403699e-08,5.538803086054518e-08,0.6666618400409999,0.333403280048,2.50063723009e-08,-7.62458590735e-08,0.128673834147,5.85797351071e-08,-4.98869781296e-08,0.849670254084,3.49325584312e-08,-2.25761042281e-08,0.711587466854,0,0,0.12867383414702502,0.8496702540840034,0.22223829885447377,8.3586107408e-08,-1.261328372031e-07,0.9783440882309999,1.0000651200889998,1.7613048292514426
248,"['PRIVATE:BBH:0070', 'SXS:BBH:0249']",1.999970720398422,"[-1.45958328881e-13, -1.30237078882e-13, 0.29996356749499997]","[-9.32183122465e-13, -3.45145354259e-13, -0.29993839822199997]",0.957024967604,"[-8.97294822484e-11, 1.0292354210600002e-09, 0.700581802059]",,,,0.09999429391578,1.105212169834688e-12,1.6310920399641028e-12,0.666703205071,0.333356482808,-1.45958328881e-13,-1.30237078882e-13,0.29996356749499997,-9.32183122465e-13,-3.45145354259e-13,-0.29993839822199997,-8.97294822484e-11,1.0292354210600002e-09,0.700581802059,0,0,0.29996356749499997,0.29993839822199997,0.2222233066519102,-1.0781414513459999e-12,-4.75382433141e-13,2.5169273000003045e-05,1.000059687879,4.530919549059537e-05
249,"['PRIVATE:BBH:0068', 'SXS:BBH:0250']",2.000107171845805,"[2.17326272642e-14, -5.07533495693e-14, 0.299963578864]","[6.88641277918e-11, 2.5169342295399997e-11, 3.11809220679e-07]",0.955066235493,"[-2.71893788712e-10, 1.0347031816900002e-09, 0.717720672357]",,,,0.199979395008918,1.994280768485482e-12,7.33196012531618e-11,0.6667032005419999,0.333333738275,2.17326272642e-14,-5.07533495693e-14,0.299963578864,6.88641277918e-11,2.5169342295399997e-11,3.11809220679e-07,-2.71893788712e-10,1.0347031816900002e-09,0.717720672357,0,0,0.299963578864,3.1180922929927717e-07,0.2222182528946049,6.88858604190642e-11,2.5118588945830697e-11,0.29996389067322066,1.0000369388169998,0.5399592001678277
250,"['PRIVATE:BBH:0067', 'SXS:BBH:0251']",1.9999700352746532,"[-3.5011378050900003e-13, -3.82071966404e-14, 0.299963708058]","[-1.05915466985e-12, -3.38562128203e-13, 0.299942015187]",0.952943336666,"[-5.19029359665e-11, -2.92950287036e-10, 0.73437528446]",,,,0.29995647702877404,2.0023862731015258e-12,2.1672376386622177e-12,0.666703080139,0.333356534538,-3.5011378050900003e-13,-3.82071966404e-14,0.299963708058,-1.05915466985e-12,-3.38562128203e-13,0.299942015187,-5.19029359665e-11,-2.92950287036e-10,0.73437528446,0,0,0.299963708058,0.299942015187,0.22222333202686456,-1.409268450359e-12,-3.7676932484339996e-13,0.599905723245,1.000059614677,1.0799376283097344
251,"['PRIVATE:BBH:0040', 'SXS:BBH:0252']",1.999439890964487,"[1.5237556456e-08, -6.23715327159e-08, 0.37145859092]","[2.2961419696799998e-08, -3.48126125079e-08, -0.849439893697]",0.958652145223,"[7.060475881800001e-09, -2.7357714488e-08, 0.69059746139]",,,,-0.035583566615756006,5.904159961341665e-08,5.268649864226438e-08,0.666629296889,0.333408020867,1.5237556456e-08,-6.23715327159e-08,0.37145859092,2.2961419696799998e-08,-3.48126125079e-08,-0.849439893697,7.060475881800001e-09,-2.7357714488e-08,0.69059746139,0,0,0.37145859092000555,0.849439893697001,0.22224296700059196,3.8198976152799995e-08,-9.71841452238e-08,-0.477981302777,1.000037317756,0.8604819905941982
252,"['PRIVATE:BBH:0051', 'SXS:BBH:0253']",1.999934111941526,"[-4.75848204261e-13, -1.7005690231499998e-13, 0.499537454078]","[-3.8660818118e-13, 2.8783466240399998e-15, 0.499452032494]",0.9452963219299999,"[1.9677395215000002e-09, 9.35498682719e-10, 0.804636267895]",,,,0.49950897959129004,2.158450531856929e-12,2.2660405799628682e-12,0.66696401816,0.333492995683,-4.75848204261e-13,-1.7005690231499998e-13,0.499537454078,-3.8660818118e-13,2.8783466240399998e-15,0.499452032494,1.9677395215000002e-09,9.35498682719e-10,0.804636267895,0,0,0.499537454078,0.499452032494,0.22222466252068304,-8.62456385441e-13,-1.6717855569095997e-13,0.9989894865719999,1.000457013843,1.7995130436126707
253,"['PRIVATE:BBH:0072', 'SXS:BBH:0254']",1.999955469043916,"[3.2930671975e-08, -6.197638375450001e-08, 0.600021501444]","[6.62707605819e-08, 6.00435556955e-08, -0.599900674092]",0.951233770003,"[3.41829261693e-08, -2.96253801279e-08, 0.775512784747]",,,,0.20004150576812701,4.770324107141679e-08,9.718112026592041e-08,0.6666793974699999,0.333347120868,3.2930671975e-08,-6.197638375450001e-08,0.600021501444,6.62707605819e-08,6.00435556955e-08,-0.599900674092,3.41829261693e-08,-2.96253801279e-08,0.775512784747,0,0,0.6000215014440041,0.5999006740920066,0.22222387151689163,9.92014325569e-08,-1.9328280590000068e-09,0.00012082735200003025,1.000026518338,0.000217499826891246
254,"['PRIVATE:BBH:0065', 'SXS:BBH:0255']",1.9999814661813082,"[1.0093264233799999e-08, -3.4895698581e-08, 0.600024488477]","[2.5536027248300002e-08, -8.582664114060001e-09, -1.8301855130000003e-05]",0.946063218137,"[2.19393150899e-08, -3.31055440873e-08, 0.808206284082]",,,,0.400008989349291,1.4843062542085941e-08,2.6940464222952923e-08,0.6666635572699999,0.333334867619,1.0093264233799999e-08,-3.4895698581e-08,0.600024488477,2.5536027248300002e-08,-8.582664114060001e-09,-1.8301855130000003e-05,2.19393150899e-08,-3.31055440873e-08,0.808206284082,0,0,0.6000244884770011,1.830187495723644e-05,0.22222290865995153,3.56292914821e-08,-4.3478362695060007e-08,0.60000618662187,0.9999984248889999,1.0800110829906473
255,"['PRIVATE:BBH:0063', 'SXS:BBH:0256']",1.999957079198393,"[-2.74573285539e-08, 7.55725057124e-08, 0.5999283489899999]","[-9.603200451630001e-09, 1.1792880723999999e-08, 0.599985848278]",0.939592379911,"[-8.459982579029999e-09, 3.6774422376100004e-08, 0.838562812514]",,,,0.5999475156935511,6.84732482242819e-08,8.689549597072149e-09,0.666667556288,0.333340931774,-2.74573285539e-08,7.55725057124e-08,0.5999283489899999,-9.603200451630001e-09,1.1792880723999999e-08,0.599985848278,-8.459982579029999e-09,3.6774422376100004e-08,0.838562812514,0,0,0.5999283489900052,0.5999858482780002,0.22222381188154067,-3.706052900553e-08,8.73653864364e-08,1.1999141972679999,1.000008488062,2.1598872491733596
256,"['PRIVATE:BBH:0031', 'SXS:BBH:0257']",1.9997744481064812,"[2.6463099372599998e-08, -4.02081921743e-08, 0.849845342039]","[-1.22701166643e-09, -2.25151517673e-08, 0.8497698472699999]",0.919860690484,"[3.14031184506e-08, -2.43670497702e-08, 0.9175541445259999]",,,,0.8498201752238591,2.6840724542307594e-08,3.585856885543957e-08,0.666715949941,0.333395573972,2.6463099372599998e-08,-4.02081921743e-08,0.849845342039,-1.22701166643e-09,-2.25151517673e-08,0.8497698472699999,3.14031184506e-08,-2.43670497702e-08,0.9175541445259999,0,0,0.8498453420390013,0.8497698472700003,0.222230575996009,2.5236087706169998e-08,-6.272334394159999e-08,1.699615189309,1.000111523913,3.059945426600539
257,"['PRIVATE:BBH:0034', 'SXS:BBH:0258']",1.9996655699441481,"[-6.37577715521e-08, 6.12611985299e-08, 0.871258476436]","[-3.61518475896e-08, -7.44334828186e-08, -0.849486399889]",0.943737299673,"[-7.16967266424e-08, 2.2971415292400003e-08, 0.841632673755]",,,,0.29761290288727005,4.774476517835285e-08,1.257660334454257e-07,0.666690883057,0.333401191218,-6.37577715521e-08,6.12611985299e-08,0.871258476436,-3.61518475896e-08,-7.44334828186e-08,-0.849486399889,-7.16967266424e-08,2.2971415292400003e-08,0.841632673755,0,0,0.8712584764360044,0.8494863998890041,0.22223460852043314,-9.99096191417e-08,-1.3172284288700002e-08,0.021772076546999974,1.000092074275,0.03919726069997035
258,"['PRIVATE:BBH:0121', 'SXS:BBH:0259']",2.499996815581383,"[2.87371557694e-11, -6.4183879793700005e-12, 9.3726223667e-08]","[-1.13218762582e-10, 1.69090575695e-10, 2.4775108511699997e-07]",0.966732213783,"[1.0030584820599999e-11, -6.92017658493e-10, 0.580731153894]",,,,1.3773336697761878e-07,2.944519997202505e-11,2.0349474541985582e-10,0.714285675605,0.285714634176,2.87371557694e-11,-6.4183879793700005e-12,9.3726223667e-08,-1.13218762582e-10,1.69090575695e-10,2.4775108511699997e-07,1.0030584820599999e-11,-6.92017658493e-10,0.580731153894,0,1,9.372622829227865e-08,2.4775116868899315e-07,0.20408174406132648,-8.448160681259999e-11,1.6267218771563e-10,3.4147730878399997e-07,1.000000309781,5.769794479322979e-07
259,"['PRIVATE:BBH:0158', 'SXS:BBH:0260']",2.999230137561261,"[-3.66360310762e-08, -3.32516129704e-11, -0.850025099674]","[-8.41219128445e-09, -2.95202042821e-09, -0.849396984822]",0.9810055510269999,"[-1.5604270165199998e-08, -8.614913688190002e-09, 0.124471496071]",,,,-0.8498680407325521,8.3410774576146e-08,6.177867046432206e-08,0.749992243292,0.250061585438,-3.66360310762e-08,-3.32516129704e-11,-0.850025099674,-8.41219128445e-09,-2.95202042821e-09,-0.849396984822,-1.5604270165199998e-08,-8.614913688190002e-09,0.124471496071,0,0,0.8500250996740008,0.8493969848220001,0.1875240605163987,-4.504822236065e-08,-2.9852720411804003e-09,-1.699422084496,1.00005382873,2.7194604057728067
260,"['PRIVATE:BBH:0025', 'SXS:BBH:0261']",2.999080289435338,"[2.6355385082999998e-08, 9.30504763477e-08, -0.731289774044]","[7.94389636436e-09, -2.79027497625e-08, 0.849542066773]",0.9778591942379999,"[3.4739461389100005e-08, 8.084262671190002e-09, 0.23977705576]",,,,-0.33599092370753203,1.370691153343296e-07,9.021271510922793e-08,0.749982515918,0.250070836236,2.6355385082999998e-08,9.30504763477e-08,-0.731289774044,7.94389636436e-09,-2.79027497625e-08,0.849542066773,3.4739461389100005e-08,8.084262671190002e-09,0.23977705576,0,0,0.7312897740440063,0.8495420667730006,0.1875287442593155,3.4299281447359996e-08,6.514772658520001e-08,0.11825229272900006,1.000053352154,0.18923319172241782
261,"['PRIVATE:BBH:0092', 'SXS:BBH:0262']",2.999974068364125,"[3.64620770576e-08, 1.2465806452199999e-08, -0.599953930645]","[1.62993434362e-09, 3.01239435379e-08, -4.884735555100001e-05]",0.978045660048,"[-1.33571133383e-09, -6.1536705710100005e-09, 0.270613474329]",,,,-0.449976687533824,2.6041301536825138e-08,3.016678083141283e-08,0.7499919010799999,0.249999461325,3.64620770576e-08,1.2465806452199999e-08,-0.599953930645,1.62993434362e-09,3.01239435379e-08,-4.884735555100001e-05,-1.33571133383e-09,-6.1536705710100005e-09,0.270613474329,0,0,0.5999539306450012,4.884736486684283e-05,0.18750081036624786,3.809201140122e-08,4.25897499901e-08,-0.600002778000551,0.9999913624049999,0.9599969837599699
262,"['PRIVATE:BBH:0084', 'SXS:BBH:0263']",2.9996710906520443,"[-6.90377776101e-08, 9.63112398767e-08, -0.60001710568]","[-6.13046011198e-09, 4.3278631134300003e-08, 0.599845512278]",0.977082328465,"[-3.68995424506e-08, 4.51972687899e-08, 0.291156488754]",,,,-0.30002678378519504,1.855754240259104e-07,3.867159735179177e-08,0.749975302065,0.25001917857,-6.90377776101e-08,9.63112398767e-08,-0.60001710568,-6.13046011198e-09,4.3278631134300003e-08,0.599845512278,-3.68995424506e-08,4.51972687899e-08,0.291156488754,0,0,0.6000171056800117,0.5998455122780015,0.18751027883970706,-7.516823772208e-08,1.39589871011e-07,-0.00017159340200001427,0.999994480635,0.00027455677263743056
263,"['PRIVATE:BBH:0096', 'SXS:BBH:0264']",2.999724593259184,"[-7.226667068790001e-08, -1.93292137065e-08, -0.6000350493859999]","[-4.56924990059e-08, 1.80961997229e-08, -0.599833696756]",0.9789143365849999,"[-2.58149185732e-09, 1.61951017526e-08, 0.249532268577]",,,,-0.5999847077623951,6.273197627304674e-08,6.231125797163038e-08,0.749977458792,0.250015438243,-7.226667068790001e-08,-1.93292137065e-08,-0.6000350493859999,-4.56924990059e-08,1.80961997229e-08,-0.599833696756,-2.58149185732e-09,1.61951017526e-08,0.249532268577,0,0,0.6000350493860046,0.599833696756002,0.18750860675693518,-1.1795916969380001e-07,-1.2330139835999992e-09,-1.199868746142,0.9999928970349999,1.9198265045178882
264,"['PRIVATE:BBH:0094', 'SXS:BBH:0265']",2.999994093972313,"[6.1549865917e-08, 1.3959738064000001e-08, -0.599958958593]","[7.8792639406e-09, 2.18831993014e-08, -0.40003550074099997]",0.978643287818,"[7.62425571238e-09, -1.37795857718e-08, 0.256612305183]",,,,-0.5499780203327981,6.501449014697118e-08,9.355388452691708e-09,0.750000087192,0.250000521234,6.1549865917e-08,1.3959738064000001e-08,-0.599958958593,7.8792639406e-09,2.18831993014e-08,-0.40003550074099997,7.62425571238e-09,-1.37795857718e-08,0.256612305183,0,0,0.5999589585930033,0.40003550074100064,0.18750018456350148,6.94291298576e-08,3.58429373654e-08,-0.999994459334,1.000000608426,1.5999932480700403
265,"['PRIVATE:BBH:0085', 'SXS:BBH:0266']",2.999977839059527,"[2.4997051303899998e-08, 2.10119011547e-08, -0.599972302918]","[2.72373816668e-09, 3.45809481847e-08, 0.399920723315]",0.977427812962,"[2.99457369358e-09, -4.37682203467e-09, 0.28435493427999997]",,,,-0.34999766144146305,2.497433084193907e-08,4.293517103574227e-08,0.750002430751,0.250002657015,2.4997051303899998e-08,2.10119011547e-08,-0.599972302918,2.72373816668e-09,3.45809481847e-08,0.399920723315,2.99457369358e-09,-4.37682203467e-09,0.28435493427999997,0,0,0.5999723029180009,0.3999207233150015,0.18750069253130816,2.772078947058e-08,5.55928493394e-08,-0.20005157960299996,1.000005087766,0.3200851909401178
266,"['PRIVATE:BBH:0052', 'SXS:BBH:0267']",2.999838485233155,"[2.68963017655e-13, 1.19552471947e-13, -0.499543717859]","[-1.01277066156e-12, -7.99650358293e-13, -0.49940014356199997]",0.978365857117,"[-4.2672033296600004e-10, -6.24135479186e-10, 0.299237657077]",,,,-0.49950782283535505,7.035053659191284e-12,7.754502844323834e-12,0.750331646926,0.250124015216,2.68963017655e-13,1.19552471947e-13,-0.499543717859,-1.01277066156e-12,-7.99650358293e-13,-0.49940014356199997,-4.2672033296600004e-10,-6.24135479186e-10,0.299237657077,0,0,0.499543717859,0.49940014356199997,0.18750504743836632,-7.43807643905e-13,-6.80097886346e-13,-0.998943861421,1.000455662142,1.5992106708902445
267,"['PRIVATE:BBH:0124', 'SXS:BBH:0268']",2.9996816125842383,"[-1.3154497645399997e-07, 4.9678247236999997e-08, -0.400039351712]","[-4.96486145098e-08, -8.255113260430002e-09, -0.599839274216]",0.977209437838,"[-2.619163607e-08, 6.4584532529e-08, 0.341246943449]",,,,-0.44999330851579805,1.580107765780272e-07,6.948591486830049e-08,0.749972334921,0.250017312429,-1.3154497645399997e-07,4.9678247236999997e-08,-0.400039351712,-4.96486145098e-08,-8.255113260430002e-09,-0.599839274216,-2.619163607e-08,6.4584532529e-08,0.341246943449,0,0,0.4000393517120247,0.5998392742160021,0.18750995000272125,-1.8119359096379998e-07,4.142313397656999e-08,-0.999878625928,0.9999896473500001,1.5998368642913643
268,"['PRIVATE:BBH:0073', 'SXS:BBH:0269']",2.999874208533464,"[1.4147600047799998e-07, -4.18292793617e-08, -0.400019796971]","[-1.75124117982e-08, 3.13115404715e-08, 0.5999624157869999]",0.9751232291099999,"[2.88871413253e-08, -4.5145720548500006e-08, 0.38168369497599997]",,,,-0.150016381707438,1.52118066774734e-07,6.368487932677483e-08,0.750002544254,0.250011331182,1.4147600047799998e-07,-4.18292793617e-08,-0.400019796971,-1.75124117982e-08,3.13115404715e-08,0.5999624157869999,2.88871413253e-08,-4.5145720548500006e-08,0.38168369497599997,0,0,0.4000197969710272,0.5999624157870009,0.18750393104513977,1.2396358867979998e-07,-1.05177388902e-08,0.19994261881599995,1.000013875436,0.31991754140169093
269,"['PRIVATE:BBH:0075', 'SXS:BBH:0270']",2.99993152665945,"[2.0588696155e-14, -5.51982892933e-14, -0.299964616889]","[-3.41549932393e-13, -4.55773746131e-13, -0.299928487243]",0.9757778198929999,"[-1.22561441154e-09, -2.44287387692e-10, 0.396917497982]",,,,-0.299955584322877,4.3315336315747575e-13,8.626715383846472e-13,0.7500395679449999,0.25001889585799997,2.0588696155e-14,-5.51982892933e-14,-0.299964616889,-3.41549932393e-13,-4.55773746131e-13,-0.299928487243,-1.22561441154e-09,-2.44287387692e-10,0.396917497982,0,0,0.299964616889,0.299928487243,0.18750213981020702,-3.20961236238e-13,-5.109720354243001e-13,-0.5998931041319999,1.000058463803,0.9599028856681701
270,"['PRIVATE:BBH:0069', 'SXS:BBH:0271']",3.000152626279174,"[2.61044095425e-13, 9.43252408521e-14, -0.299964800386]","[-4.7498946569e-12, -1.74381301673e-11, 3.47100198462e-07]",0.975211542641,"[-3.0696464564100005e-10, -2.4515907112000003e-09, 0.40693130667]",,,,-0.22497637481554403,2.5836828300639773e-12,1.8073455203288107e-11,0.750039516947,0.25000045343599997,2.61044095425e-13,9.43252408521e-14,-0.299964800386,-4.7498946569e-12,-1.74381301673e-11,3.47100198462e-07,-3.0696464564100005e-10,-2.4515907112000003e-09,0.40693130667,0,0,0.299964800386,3.471001989325412e-07,0.18749523051977102,-4.488850561475e-12,-1.73438049264479e-11,-0.2999644532858015,1.0000399703829999,0.47995882080408864
271,"['PRIVATE:BBH:0161', 'SXS:BBH:0272']",2.999930461807252,"[-5.6539373674600005e-14, -1.3156368169e-13, -0.29996490158]","[1.86859889121e-12, 1.1891963949399998e-12, 0.29993183401]",0.974641853351,"[-1.43941834816e-09, 4.95339928737e-10, 0.416835542929]",,,,-0.14998811040374602,4.437959279703761e-13,2.218968594547739e-12,0.750039380628,0.250018922164,-5.6539373674600005e-14,-1.3156368169e-13,-0.29996490158,1.86859889121e-12,1.1891963949399998e-12,0.29993183401,-1.43941834816e-09,4.95339928737e-10,0.416835542929,0,0,0.29996490158,0.29993183401,0.1875021730874123,1.8120595175354002e-12,1.0576327132499997e-12,-3.306756999998939e-05,1.000058302792,5.2912182009284486e-05
272,"['PRIVATE:BBH:0145', 'SXS:BBH:0273']",2.999296382993832,"[8.13231955121e-08, 2.3151335831100004e-08, -0.26872345192499997]","[-9.39742816489e-09, -4.76979184473e-08, -0.849320915947]",0.976392969304,"[3.6644656222e-08, -1.84337357011e-08, 0.392383716736]",,,,-0.41389835481313403,8.678774552441199e-08,7.537000879713082e-08,0.749999541216,0.250058495542,8.13231955121e-08,2.3151335831100004e-08,-0.26872345192499997,-9.39742816489e-09,-4.76979184473e-08,-0.849320915947,3.6644656222e-08,-1.84337357011e-08,0.392383716736,0,0,0.26872345192501323,0.8493209159470014,0.1875219899653368,7.192576734721e-08,-2.45465826162e-08,-1.118044367872,1.0000580367579999,1.789121505302477
273,"['PRIVATE:BBH:0033', 'SXS:BBH:0274']",2.999266017967019,"[-3.1606091302400005e-08, 4.04077154042e-08, -0.231337470049]","[-3.1681555490800006e-08, -1.6293409312e-08, 0.849650153905]",0.972600170186,"[-5.64278212096e-08, 2.8336676537800002e-08, 0.465066285678]",,,,0.038959034133915,7.028073662560641e-08,6.027898117702834e-08,0.750010255097,0.25006459933999997,-3.1606091302400005e-08,4.04077154042e-08,-0.231337470049,-3.1681555490800006e-08,-1.6293409312e-08,0.849650153905,-5.64278212096e-08,2.8336676537800002e-08,0.465066285678,0,0,0.23133747004900568,0.8496501539050008,0.18752293904294318,-6.328764679320001e-08,2.4114306092199998e-08,0.618312683856,1.000074854437,0.9894618184817489
274,"['PRIVATE:BBH:0071', 'SXS:BBH:0275']",2.9998726605080783,"[-3.3376188101e-09, 3.827009845820001e-09, -2.9787852395000003e-05]","[2.35835535671e-09, 3.616926284e-08, -0.5997990814699999]",0.97265856586,"[-2.3223656641e-09, 1.67197452387e-08, 0.521343385042]",,,,-0.149976884803581,5.0786503683178805e-09,5.266150339104079e-08,0.750002560368,0.250011465567,-3.3376188101e-09,3.827009845820001e-09,-2.9787852395000003e-05,2.35835535671e-09,3.616926284e-08,-0.5997990814699999,-2.3223656641e-09,1.67197452387e-08,0.521343385042,0,0,2.9787852827822472e-05,0.599799081470001,0.18750397942246375,-9.7926345339e-10,3.999627268582e-08,-0.599828869322395,1.0000140259349999,0.9597545667785907
275,"['PRIVATE:BBH:0066', 'SXS:BBH:0276']",2.999772118632745,"[-4.31465681269e-10, -3.1666991895299996e-11, 2.5642592892399995e-07]","[-3.2090864450800003e-13, -1.39876941135e-12, -0.299927561962]",0.971993533875,"[1.29570327523e-09, -1.20874752532e-09, 0.531070451995]",,,,-0.074985970162013,4.326262036315698e-10,1.478613676627715e-11,0.750000004798,0.250018993156,-4.31465681269e-10,-3.1666991895299996e-11,2.5642592892399995e-07,-3.2090864450800003e-13,-1.39876941135e-12,-0.299927561962,1.29570327523e-09,-1.20874752532e-09,0.531070451995,0,0,2.564262938740268e-07,0.299927561962,0.18750712149557794,-4.31786589913508e-10,-3.3065761306649997e-11,-0.29992730553607105,1.000018997954,0.47990556651101907
276,"['PRIVATE:BBH:0060', 'SXS:BBH:0277']",2.999771095042449,"[-5.14838560617e-10, -3.84714217915e-11, 1.93328795586e-07]","[-2.41722330397e-14, 4.37592382107e-12, 0.299931168255]",0.970530331701,"[-1.94344611363e-09, -2.26925663307e-09, 0.54995620767]",,,,0.07498722828636001,5.162739510686346e-10,1.353084788712781e-11,0.7499998404129999,0.250019023669,-5.14838560617e-10,-3.84714217915e-11,1.93328795586e-07,-2.41722330397e-14,4.37592382107e-12,0.299931168255,-1.94344611363e-09,-2.26925663307e-09,0.54995620767,0,0,1.9332948492541733e-07,0.299931168255,0.18750715348460112,-5.148627328500396e-10,-3.409549797043e-11,0.2999313615837956,1.000018864082,0.47991202850942455
277,"['PRIVATE:BBH:0062', 'SXS:BBH:0278']",2.999825551510245,"[4.0002317027899996e-08, 5.44133164735e-08, 6.197327565e-05]","[-2.39279716784e-09, 4.0971241092400004e-09, 0.599854872916]",0.969720306093,"[2.5548738485499997e-08, 1.85341307899e-08, 0.559132048779]",,,,0.150016738031298,6.753490878022942e-08,1.534042479815366e-08,0.74999962841,0.250014414349,4.0002317027899996e-08,5.44133164735e-08,6.197327565e-05,-2.39279716784e-09,4.0971241092400004e-09,0.599854872916,2.5548738485499997e-08,1.85341307899e-08,0.559132048779,0,0,6.197331244806316e-05,0.599854872916,0.18750545163418092,3.7609519860059996e-08,5.851044058274e-08,0.5999168461916501,1.000014042759,0.9598998757351916
278,"['PRIVATE:BBH:0032', 'SXS:BBH:0279']",2.999257597761034,"[-2.8018594455e-08, 3.0693864517599996e-08, 0.23135178926]","[-1.7814557117e-08, -1.6828800199799998e-08, -0.849381937063]",0.969613735272,"[-1.82257623747e-09, 9.9305476982e-09, 0.61522324578]",,,,-0.038881797825774,4.472862210067678e-08,1.621320799884421e-08,0.749997454029,0.2500610333,-2.8018594455e-08,3.0693864517599996e-08,0.23135178926,-1.7814557117e-08,-1.6828800199799998e-08,-0.849381937063,-1.82257623747e-09,9.9305476982e-09,0.61522324578,0,0,0.23135178926000372,0.8493819370630004,0.18752320222294058,-4.5833151572e-08,1.3865064317799998e-08,-0.618030147803,1.000058487329,0.9889910889745203
